[   49611ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[   74527ms] [WARNING] The key "maximum-scale-1.0" is not recognized and ignored. @ https://www.machuda.kr/learning/certification/%EB%B9%85%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D%EA%B8%B0%EC%82%AC/written/pastExam/practice/study?page=1&pastExamId=2049&title=2021%EB%85%84%EB%8F%84%203%ED%9A%8C%EC%B0%A8:0
[   74593ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[   74618ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[   74618ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[   74624ms] [WARNING] <meta name="apple-mobile-web-app-capable" content="yes"> is deprecated. Please include <meta name="mobile-web-app-capable" content="yes"> @ https://www.machuda.kr/learning/certification/%EB%B9%85%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D%EA%B8%B0%EC%82%AC/written/pastExam/practice/study?page=1&pastExamId=2049&title=2021%EB%85%84%EB%8F%84%203%ED%9A%8C%EC%B0%A8:0
[   74640ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[   74642ms] [LOG] 🔍 [getPartnerNameByDomain] 입력: {hostname: www.machuda.kr, normalized: www.machuda.kr} @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[   74642ms] [LOG]   ❌ 결과: null @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[   74690ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[   74690ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[   74690ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[   74690ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[  264613ms] [WARNING] The key "maximum-scale-1.0" is not recognized and ignored. @ https://www.machuda.kr/learning/certification/%EB%B9%85%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D%EA%B8%B0%EC%82%AC/written/pastExam/practice/study?page=1&pastExamId=2050&title=2022%EB%85%84%EB%8F%84%204%ED%9A%8C%EC%B0%A8:0
[  264935ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[  264997ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[  264997ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[  265019ms] [WARNING] <meta name="apple-mobile-web-app-capable" content="yes"> is deprecated. Please include <meta name="mobile-web-app-capable" content="yes"> @ https://www.machuda.kr/learning/certification/%EB%B9%85%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D%EA%B8%B0%EC%82%AC/written/pastExam/practice/study?page=1&pastExamId=2050&title=2022%EB%85%84%EB%8F%84%204%ED%9A%8C%EC%B0%A8:0
[  265043ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[  265045ms] [LOG] 🔍 [getPartnerNameByDomain] 입력: {hostname: www.machuda.kr, normalized: www.machuda.kr} @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[  265045ms] [LOG]   ❌ 결과: null @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[  265136ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
